series,sorted_index,sorted_actual,sorted_predicted,smoothed_actual,smoothed_predicted,between_curves_lo,between_curves_hi
sorted_curves,0.0,123.4,262.9638769329888,128.61748251748296,262.9638796010253,128.61748251748296,262.9638796010253
sorted_curves,1.0,187.8,262.9638769329888,191.93566433566465,262.96387124117786,191.93566433566465,262.96387124117786
sorted_curves,2.0,258.0,262.9638769329888,234.46806526806552,262.96387322738275,234.46806526806552,262.96387322738275
sorted_curves,3.0,260.0,262.9638769329888,260.1615384615387,262.96388554481763,260.1615384615387,262.96388554481763
sorted_curves,4.0,260.9,262.9639023682695,272.9629370629374,262.96390817866,262.96390817866,272.9629370629374
sorted_curves,5.0,269.0,262.9639405211905,276.81911421911497,262.9639411140882,262.9639411140882,276.81911421911497
sorted_curves,6.0,270.0,262.96400410939225,277.68601398601476,262.963970462489,262.963970462489,277.68601398601476
sorted_curves,7.0,277.0,262.96401682703265,277.2792540792548,262.96396216193125,262.96396216193125,277.2792540792548
sorted_curves,8.0,285.0,262.96413128579576,281.063403263404,262.96400544341117,262.96400544341117,281.063403263404
sorted_curves,9.0,286.0,262.9641440034361,285.5522144522146,262.96409707563964,262.96409707563964,285.5522144522146
sorted_curves,10.0,293.0,262.9642711798396,290.73682983683,262.964312697451,262.964312697451,290.73682983683
sorted_curves,11.0,296.0,262.96451281500623,296.93846153846164,262.9646979470901,262.9646979470901,296.93846153846164
sorted_curves,12.0,297.3,262.9654030498307,304.4783216783217,262.9652984628023,262.9652984628023,304.4783216783217
sorted_curves,13.0,318.1,262.9661661082516,313.6776223776223,262.96615988283315,262.96615988283315,313.6776223776223
