series,sorted_index,sorted_actual,sorted_predicted,smoothed_actual,smoothed_predicted,between_curves_lo,between_curves_hi
sorted_curves,0.0,123.4,262.9642857142857,128.61748251748296,262.96428571428595,128.61748251748296,262.96428571428595
sorted_curves,1.0,187.8,262.9642857142857,191.93566433566465,262.9642857142859,191.93566433566465,262.9642857142859
sorted_curves,2.0,258.0,262.9642857142857,234.46806526806552,262.9642857142859,234.46806526806552,262.9642857142859
sorted_curves,3.0,260.0,262.9642857142857,260.1615384615387,262.9642857142859,260.1615384615387,262.9642857142859
sorted_curves,4.0,260.9,262.9642857142857,272.9629370629374,262.96428571428584,262.96428571428584,272.9629370629374
sorted_curves,5.0,269.0,262.9642857142857,276.81911421911497,262.9642857142864,262.9642857142864,276.81911421911497
sorted_curves,6.0,270.0,262.9642857142857,277.68601398601476,262.9642857142864,262.9642857142864,277.68601398601476
sorted_curves,7.0,277.0,262.9642857142857,277.2792540792548,262.9642857142864,262.9642857142864,277.2792540792548
sorted_curves,8.0,285.0,262.9642857142857,281.063403263404,262.9642857142864,262.9642857142864,281.063403263404
sorted_curves,9.0,286.0,262.9642857142857,285.5522144522146,262.96428571428584,262.96428571428584,285.5522144522146
sorted_curves,10.0,293.0,262.9642857142857,290.73682983683,262.9642857142858,262.9642857142858,290.73682983683
sorted_curves,11.0,296.0,262.9642857142857,296.93846153846164,262.9642857142858,262.9642857142858,296.93846153846164
sorted_curves,12.0,297.3,262.9642857142857,304.4783216783217,262.96428571428567,262.96428571428567,304.4783216783217
sorted_curves,13.0,318.1,262.9642857142857,313.6776223776223,262.9642857142856,262.9642857142856,313.6776223776223
